OBJECTID,DEVELOPMEN,BOROUGH,TDS_NUM,BLDG_NUM,SH_NUM,HOUSE_NUM,STREET,ADDRESS,LOCATION_C,PROGRAM,RESIDENTIA,FACILITY,CONS_TDS,HAS_MO
"4232",SOUTH JAMAICA I,QUEENS,"008","010","030",107-39,159TH STREET,107-39 159TH STREET,"008010030",FEDERAL,RESIDENTIAL,,"008",false
"4233",SOUTH JAMAICA I,QUEENS,"008","011","031",107-47,159TH STREET,107-47 159TH STREET,"008011031",FEDERAL,RESIDENTIAL,,"008",false
"4234",SOUTH JAMAICA I,QUEENS,"008","011","032",107-53,159TH STREET,107-53 159TH STREET,"008011032",FEDERAL,RESIDENTIAL,,"008",false
"4235",SOUTH JAMAICA I,QUEENS,"008","011","033",159-07,108TH AVENUE,159-07 108TH AVENUE,"008011033",FEDERAL,,COMMUNITY OPERATIONS SPACE (VACANT),"008",false
"4236",SOUTH JAMAICA I,QUEENS,"008","011","033",107-59,159TH STREET,107-59 159TH STREET,"008011033",FEDERAL,RESIDENTIAL,,"008",false
"4237",SOUTH JAMAICA I,QUEENS,"008","028","800",107-03GAR,107TH AVENUE,107-03GAR 159TH STREET,"008028800",FEDERAL,,GARAGE,"008",false
"4238",SOUTH JAMAICA II,QUEENS,"066","012","034",106-16,159TH STREET,106-16 159TH STREET,"066012034",FEDERAL,RESIDENTIAL,STOVES STORAGE/ REFRIGERATOR STOREROOM,"008",false
"4239",SOUTH JAMAICA II,QUEENS,"066","013","035",106-05,159TH STREET,106-05 159TH STREET,"066013035",FEDERAL,RESIDENTIAL,,"008",false
"4240",SOUTH JAMAICA II,QUEENS,"066","013","036",106-15,159TH STREET,106-15 159TH STREET,"066013036",FEDERAL,RESIDENTIAL,,"008",false
"4241",SOUTH JAMAICA II,QUEENS,"066","014","037",106-06,160TH STREET,106-06 160TH STREET,"066014037",FEDERAL,RESIDENTIAL,,"008",false
"4242",SOUTH JAMAICA II,QUEENS,"066","014","038",106-14,160TH STREET,106-14 160TH STREET,"066014038",FEDERAL,RESIDENTIAL,,"008",false
"4243",SOUTH JAMAICA II,QUEENS,"066","014","039",106-22,160TH STREET,106-22 160TH STREET,"066014039",FEDERAL,RESIDENTIAL,,"008",false
"4244",SOUTH JAMAICA II,QUEENS,"066","015","040",106-35,159TH STREET,106-35 159TH STREET,"066015040",FEDERAL,RESIDENTIAL,REFRIGERATOR STOREROOM,"008",false
"4245",SOUTH JAMAICA II,QUEENS,"066","016","041",159-11,107TH AVENUE,159-11 107TH AVENUE,"066016041",FEDERAL,,,"008",false
"4246",SOUTH JAMAICA II,QUEENS,"066","016","041",106-56,160TH STREET,106-56 160TH STREET,"066016041",FEDERAL,RESIDENTIAL,MAIN STOREROOM,"008",false
"4247",SOUTH JAMAICA II,QUEENS,"066","016","041",106-62,160TH STREET,106-62 160TH STREET,"066016041",FEDERAL,,DEVELOPMENT MANAGEMENT OFFICE,"008",true
"4248",SOUTH JAMAICA II,QUEENS,"066","017","042",107-08,160TH STREET,107-08 160TH STREET,"066017042",FEDERAL,RESIDENTIAL,JANITORIAL STOREROOM,"008",false
"4249",SOUTH JAMAICA II,QUEENS,"066","017","043",107-16,160TH STREET,107-16 160TH STREET,"066017043",FEDERAL,RESIDENTIAL,,"008",false
"4250",SOUTH JAMAICA II,QUEENS,"066","018","044",107-40,160TH STREET,107-40 160TH STREET,"066018044",FEDERAL,RESIDENTIAL,STORAGE/ ELECTRICIAN SHOP/ STOREROOM,"008",false
"4251",SOUTH JAMAICA II,QUEENS,"066","018","045",107-48,160TH STREET,107-48 160TH STREET,"066018045",FEDERAL,RESIDENTIAL,STORAGE,"008",false
"4252",SOUTH JAMAICA II,QUEENS,"066","019","046",108-09,159TH STREET,108-09 159TH STREET,"066019046",FEDERAL,RESIDENTIAL,BOILER,"008",false
"4253",SOUTH JAMAICA II,QUEENS,"066","019","046",108-17,159TH STREET,108-17 159TH STREET,"066019046",FEDERAL,,DAY CARE CENTER,"008",false
"4254",SOUTH JAMAICA II,QUEENS,"066","020","047",108-12,160TH STREET,108-12 160TH STREET,"066020047",FEDERAL,RESIDENTIAL,,"008",false
"4255",SOUTH JAMAICA II,QUEENS,"066","020","048",108-20,160TH STREET,108-20 160TH STREET,"066020048",FEDERAL,RESIDENTIAL,,"008",false
"4256",SOUTH JAMAICA II,QUEENS,"066","021","049",108-36,160TH STREET,108-36 160TH STREET,"066021049",FEDERAL,RESIDENTIAL,,"008",false
"4257",SOUTH JAMAICA II,QUEENS,"066","021","050",108-44,160TH STREET,108-44 160TH STREET,"066021050",FEDERAL,RESIDENTIAL,,"008",false
"4258",SOUTH JAMAICA II,QUEENS,"066","022","051",159-05,109TH AVENUE,159-05 109TH AVENUE,"066022051",FEDERAL,,,"008",false
"4259",SOUTH JAMAICA II,QUEENS,"066","022","051",108-41,159TH STREET,108-41 159TH STREET,"066022051",FEDERAL,RESIDENTIAL,ROOFTOP LEASE LOCATION,"008",false
"4260",SOUTH JAMAICA II,QUEENS,"066","023","052",109-04,160TH STREET,109-04 160TH STREET,"066023052",FEDERAL,,COMMUNITY CENTER,"008",false
"4261",SOUTH JAMAICA II,QUEENS,"066","023","052",109-10,160TH STREET,109-10 160TH STREET,"066023052",FEDERAL,RESIDENTIAL,,"008",false
"4262",SOUTH JAMAICA II,QUEENS,"066","024","053",109-36,160TH STREET,109-36 160TH STREET,"066024053",FEDERAL,RESIDENTIAL,,"008",false
"4263",SOUTH JAMAICA II,QUEENS,"066","024","054",109-44,160TH STREET,109-44 160TH STREET,"066024054",FEDERAL,RESIDENTIAL,,"008",false
"4264",SOUTH JAMAICA II,QUEENS,"066","024","055",109-52,160TH STREET,109-52 160TH STREET,"066024055",FEDERAL,RESIDENTIAL,,"008",false
"4265",SOUTH JAMAICA II,QUEENS,"066","025","056",109-30,160TH STREET,109-30 160TH STREET,"066025056",FEDERAL,RESIDENTIAL,,"008",false
"4266",SOUTH JAMAICA II,QUEENS,"066","026","057",159-01,110TH AVENUE,159-01 110TH AVENUE,"066026057",FEDERAL,RESIDENTIAL,ROOFTOP LEASE LOCATION,"008",false
"4267",SOUTH JAMAICA II,QUEENS,"066","027","058",159-02,109TH AVENUE,159-02 109TH AVENUE,"066027058",FEDERAL,RESIDENTIAL,,"008",false
"4268",SOUTH JAMAICA II,QUEENS,"066","027","059",159-06,109TH AVENUE,159-06 109TH AVENUE,"066027059",FEDERAL,RESIDENTIAL,,"008",false
"4269",SOUTH JAMAICA II,QUEENS,"066","027","060",159-10,109TH AVENUE,159-10 109TH AVENUE,"066027060",FEDERAL,RESIDENTIAL,,"008",false
"4270",STANTON STREET,MANHATTAN,"559","001","015","189",STANTON STREET,189 STANTON STREET,"559001015",FEDERAL,RESIDENTIAL,SATELLITE DEVELOPMENT MANAGEMENT OFFICE/ MAINTENANCE OFFICE,"359",false
"4271",STAPLETON,STATEN ISLAND,"114","001","001","189",GORDON STREET,189 GORDON STREET,"114001001",MIXED FINANCE/LLC1,,SENIOR CENTER,"114",false
"4272",STAPLETON,STATEN ISLAND,"114","001","001","195",GORDON STREET,195 GORDON STREET,"114001001",MIXED FINANCE/LLC1,,DAY CARE CENTER,"114",false
"4273",STAPLETON,STATEN ISLAND,"114","001","001","181",GORDON STREET,181 GORDON STREET,"114001001",MIXED FINANCE/LLC1,RESIDENTIAL,,"114",false
"4274",STAPLETON,STATEN ISLAND,"114","001","002","197",GORDON STREET,197 GORDON STREET,"114001002",MIXED FINANCE/LLC1,RESIDENTIAL,,"114",false
"4275",STAPLETON,STATEN ISLAND,"114","002","003","210",BROAD STREET,210 BROAD STREET,"114002003",MIXED FINANCE/LLC1,,DEVELOPMENT MANAGEMENT OFFICE,"114",true
"4276",STAPLETON,STATEN ISLAND,"114","002","003","212",BROAD STREET,212 BROAD STREET,"114002003",MIXED FINANCE/LLC1,RESIDENTIAL,,"114",false
"4277",STAPLETON,STATEN ISLAND,"114","002","004","218",BROAD STREET,218 BROAD STREET,"114002004",MIXED FINANCE/LLC1,RESIDENTIAL,,"114",false
"4278",STAPLETON,STATEN ISLAND,"114","002","004","214",BROAD STREET,214 BROAD STREET,"114002004",MIXED FINANCE/LLC1,,DEVELOPMENT MAINTENANCE OFFICE/ MAIN STOREROOM/ JANITORIAL STOREROOM,"114",false
"4279",STAPLETON,STATEN ISLAND,"114","003","005","27",WARREN STREET,27 WARREN STREET,"114003005",MIXED FINANCE/LLC1,RESIDENTIAL,,"114",false
"4280",STAPLETON,STATEN ISLAND,"114","003","006","29",WARREN STREET,29 WARREN STREET,"114003006",MIXED FINANCE/LLC1,RESIDENTIAL,,"114",false
"4281",STAPLETON,STATEN ISLAND,"114","003","006","31",WARREN STREET,31 WARREN STREET,"114003006",MIXED FINANCE/LLC1,,,"114",false
"4282",STAPLETON,STATEN ISLAND,"114","004","007","45",WARREN STREET,45 WARREN STREET,"114004007",MIXED FINANCE/LLC1,RESIDENTIAL,BOILER,"114",false
"4283",STAPLETON,STATEN ISLAND,"114","004","008","67",WARREN STREET,67 WARREN STREET,"114004008",MIXED FINANCE/LLC1,RESIDENTIAL,,"114",false
"4284",STAPLETON,STATEN ISLAND,"114","005","009","77",HILL STREET,77 HILL STREET,"114005009",MIXED FINANCE/LLC1,RESIDENTIAL,,"114",false
"4285",STAPLETON,STATEN ISLAND,"114","005","010","75",HILL STREET,75 HILL STREET,"114005010",MIXED FINANCE/LLC1,RESIDENTIAL,,"114",false
"4286",STAPLETON,STATEN ISLAND,"114","006","011","67",HILL STREET,67 HILL STREET,"114006011",MIXED FINANCE/LLC1,RESIDENTIAL,,"114",false
"4287",STAPLETON,STATEN ISLAND,"114","006","012","51",HILL STREET,51 HILL STREET,"114006012",MIXED FINANCE/LLC1,RESIDENTIAL,,"114",false
"4288",STAPLETON,STATEN ISLAND,"114","007","013","230",BROAD STREET,230 BROAD STREET,"114007013",MIXED FINANCE/LLC1,,COMMUNITY CENTER,"114",false
"4289",STEBBINS AVENUE-HEWITT PLACE,BRONX,"353","001","041","839",REV JAMES A POLITE AVENUE,839 REV JAMES A POLITE AVENUE,"353001041",FEDERAL,RESIDENTIAL,,"342",false
"4290",STEBBINS AVENUE-HEWITT PLACE,BRONX,"353","001","042","845",REV JAMES A POLITE AVENUE,845 REV JAMES A POLITE AVENUE,"353001042",FEDERAL,RESIDENTIAL,BOILER,"342",false
"4291",STEBBINS AVENUE-HEWITT PLACE,BRONX,"353","001","043","851",REV JAMES A POLITE AVENUE,851 REV JAMES A POLITE AVENUE,"353001043",FEDERAL,RESIDENTIAL,,"342",false
"4292",STEBBINS AVENUE-HEWITT PLACE,BRONX,"353","001","044","857",REV JAMES A POLITE AVENUE,857 REV JAMES A POLITE AVENUE,"353001044",FEDERAL,RESIDENTIAL,,"342",false
"4293",STEBBINS AVENUE-HEWITT PLACE,BRONX,"353","001","045","863",REV JAMES A POLITE AVENUE,863 REV JAMES A POLITE AVENUE,"353001045",FEDERAL,RESIDENTIAL,,"342",false
"4294",STEBBINS AVENUE-HEWITT PLACE,BRONX,"353","001","046","869",REV JAMES A POLITE AVENUE,869 REV JAMES A POLITE AVENUE,"353001046",FEDERAL,RESIDENTIAL,MAINTENANCE SHOP,"342",false
"4295",STEBBINS AVENUE-HEWITT PLACE,BRONX,"353","001","047","875",REV JAMES A POLITE AVENUE,875 REV JAMES A POLITE AVENUE,"353001047",FEDERAL,RESIDENTIAL,BOILER,"342",false
"4296",STEBBINS AVENUE-HEWITT PLACE,BRONX,"353","001","048","881",REV JAMES A POLITE AVENUE,881 REV JAMES A POLITE AVENUE,"353001048",FEDERAL,RESIDENTIAL,DEVELOPMENT MANAGEMENT OFFICE,"342",true
"4297",STEBBINS AVENUE-HEWITT PLACE,BRONX,"353","002","049","820",HEWITT PLACE,820 HEWITT PLACE,"353002049",FEDERAL,RESIDENTIAL,,"342",false
"4298",STEBBINS AVENUE-HEWITT PLACE,BRONX,"353","002","050","826",HEWITT PLACE,826 HEWITT PLACE,"353002050",FEDERAL,RESIDENTIAL,,"342",false
"4299",STEBBINS AVENUE-HEWITT PLACE,BRONX,"353","002","051","832",HEWITT PLACE,832 HEWITT PLACE,"353002051",FEDERAL,RESIDENTIAL,BOILER,"342",false
"4300",STEBBINS AVENUE-HEWITT PLACE,BRONX,"353","002","052","840",HEWITT PLACE,840 HEWITT PLACE,"353002052",FEDERAL,RESIDENTIAL,,"342",false
"4301",STEBBINS AVENUE-HEWITT PLACE,BRONX,"353","002","053","846",HEWITT PLACE,846 HEWITT PLACE,"353002053",FEDERAL,RESIDENTIAL,,"342",false
"4302",STEBBINS AVENUE-HEWITT PLACE,BRONX,"353","002","054","852",HEWITT PLACE,852 HEWITT PLACE,"353002054",FEDERAL,RESIDENTIAL,,"342",false
"4303",STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,"366","000","800","1487",SAINT JOHNS PLACE,1487 SAINT JOHNS PLACE,"366000800",FEDERAL,,PLAYGROUND,"351",false
"4304",STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,"366","001","008","1483",SAINT JOHNS PLACE,1483 SAINT JOHNS PLACE,"366001008",FEDERAL,RESIDENTIAL,BOILER/ BRICKLAYERS SHOP,"351",false
"4305",STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,"366","002","009","1491",SAINT JOHNS PLACE,1491 SAINT JOHNS PLACE,"366002009",FEDERAL,RESIDENTIAL,BOILER,"351",false
"4306",STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,"366","003","010","1506",STERLING PLACE,1506 STERLING PLACE,"366003010",FEDERAL,RESIDENTIAL,BOILER,"351",false
"4307",STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,"366","004","011","1511",STERLING PLACE,1511 STERLING PLACE,"366004011",FEDERAL,RESIDENTIAL,BOILER,"351",false
"4308",STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,"366","005","012","1640",STERLING PLACE,1640 STERLING PLACE,"366005012",FEDERAL,RESIDENTIAL,BOILER,"351",false
"4309",STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,"368","001","001","1448",STERLING PLACE,1448 STERLING PLACE,"368001001",FEDERAL,RESIDENTIAL,BOILER/ CARPENTERS SHOP/ STOREROOM,"351",false
"4310",STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,"368","002","002","1452",STERLING PLACE,1452 STERLING PLACE,"368002002",FEDERAL,RESIDENTIAL,BOILER,"351",false
"4311",STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,"368","003","003","1568",STERLING PLACE,1568 STERLING PLACE,"368003003",FEDERAL,RESIDENTIAL,BOILER,"351",false
"4312",STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,"368","004","004","1578",STERLING PLACE,1578 STERLING PLACE,"368004004",FEDERAL,RESIDENTIAL,BOILER,"351",false
"4313",STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,"368","005","005","1588",STERLING PLACE,1588 STERLING PLACE,"368005005",FEDERAL,RESIDENTIAL,BOILER,"351",false
"4314",STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,"368","006","006","1598",STERLING PLACE,1598 STERLING PLACE,"368006006",FEDERAL,RESIDENTIAL,BOILER,"351",false
"4315",STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,"368","007","007","225",BUFFALO AVENUE,225 BUFFALO AVENUE,"368007007",FEDERAL,RESIDENTIAL,BOILER,"351",false
"4316",STRAUS,MANHATTAN,"153","001","001","225",EAST 27TH STREET,225 EAST 27TH STREET,"153001001",FEDERAL,,COMMUNITY OPERATIONS SPACE (VACANT),"153",false
"4317",STRAUS,MANHATTAN,"153","001","001","228",EAST 28TH STREET,228 EAST 28TH STREET,"153001001",FEDERAL,,DEVELOPMENT MANAGEMENT OFFICE,"153",true
"4318",STRAUS,MANHATTAN,"153","001","001","224",EAST 28TH STREET,224 EAST 28TH STREET,"153001001",FEDERAL,RESIDENTIAL,STOREROOM,"153",false
"4319",STRAUS,MANHATTAN,"153","001","001","226",EAST 28TH STREET,226 EAST 28TH STREET,"153001001",FEDERAL,,,"153",false
"4320",STRAUS,MANHATTAN,"153","001","001","232",EAST 28TH STREET,232 EAST 28TH STREET,"153001001",FEDERAL,,DEVELOPMENT MAINTENANCE OFFICE,"153",false
"4321",STRAUS,MANHATTAN,"153","002","002","245",EAST 27TH STREET,245 EAST 27TH STREET,"153002002",FEDERAL,,,"153",false
"4322",STRAUS,MANHATTAN,"153","002","002","247",EAST 27TH STREET,247 EAST 27TH STREET,"153002002",FEDERAL,,,"153",false
"4323",STRAUS,MANHATTAN,"153","002","002","243",EAST 27TH STREET,243 EAST 27TH STREET,"153002002",FEDERAL,RESIDENTIAL,PLASTERERS SHOP,"153",false
"4324",STUYVESANT GARDENS I,BROOKLYN,"221","000","800","857",GATES AVENUE,857 GATES AVENUE,"221000800",FEDERAL,,DEVELOPMENT GROUNDS,"221",false
"4325",STUYVESANT GARDENS I,BROOKLYN,"221","000","801","859",GATES AVENUE,859 GATES AVENUE,"221000801",FEDERAL,,DEVELOPMENT GROUNDS,"221",false
"4326",STUYVESANT GARDENS I,BROOKLYN,"221","000","802","863",GATES AVENUE,863 GATES AVENUE,"221000802",FEDERAL,,DEVELOPMENT GROUNDS,"221",false
"4327",STUYVESANT GARDENS I,BROOKLYN,"221","001","017","245",LEWIS AVENUE,245 LEWIS AVENUE,"221001017",FEDERAL,RESIDENTIAL,,"221",false
"4328",STUYVESANT GARDENS I,BROOKLYN,"221","001","018","714",GATES AVENUE,714 GATES AVENUE,"221001018",FEDERAL,RESIDENTIAL,,"221",false
"4329",STUYVESANT GARDENS I,BROOKLYN,"221","001","019","720",GATES AVENUE,720 GATES AVENUE,"221001019",FEDERAL,RESIDENTIAL,,"221",false
"4330",STUYVESANT GARDENS I,BROOKLYN,"221","001","020","730",GATES AVENUE,730 GATES AVENUE,"221001020",FEDERAL,RESIDENTIAL,,"221",false
"4331",STUYVESANT GARDENS I,BROOKLYN,"221","001","021","734",GATES AVENUE,734 GATES AVENUE,"221001021",FEDERAL,RESIDENTIAL,BOILER/ STORAGE ROOM #2,"221",false
"4332",STUYVESANT GARDENS I,BROOKLYN,"221","001","022","740",GATES AVENUE,740 GATES AVENUE,"221001022",FEDERAL,RESIDENTIAL,,"221",false
"4333",STUYVESANT GARDENS I,BROOKLYN,"221","001","023","744",GATES AVENUE,744 GATES AVENUE,"221001023",FEDERAL,RESIDENTIAL,,"221",false
"4334",STUYVESANT GARDENS I,BROOKLYN,"221","001","024","750",GATES AVENUE,750 GATES AVENUE,"221001024",FEDERAL,RESIDENTIAL,PAINT SHOP,"221",false
"4335",STUYVESANT GARDENS I,BROOKLYN,"221","001","025","760",GATES AVENUE,760 GATES AVENUE,"221001025",FEDERAL,RESIDENTIAL,,"221",false
"4336",STUYVESANT GARDENS I,BROOKLYN,"221","002","001","770",GATES AVENUE,770 GATES AVENUE,"221002001",FEDERAL,RESIDENTIAL,BRICKLAYERS SHOP,"221",false
"4337",STUYVESANT GARDENS I,BROOKLYN,"221","002","002","210",STUYVESANT AVENUE,210 STUYVESANT AVENUE,"221002002",FEDERAL,RESIDENTIAL,,"221",false
"4338",STUYVESANT GARDENS I,BROOKLYN,"221","002","003","220",STUYVESANT AVENUE,220 STUYVESANT AVENUE,"221002003",FEDERAL,RESIDENTIAL,,"221",false
"4339",STUYVESANT GARDENS I,BROOKLYN,"221","002","003","214",STUYVESANT AVENUE,214 STUYVESANT AVENUE,"221002003",FEDERAL,,COMMUNITY CENTER/ DAY CARE CENTER,"221",false
"4340",STUYVESANT GARDENS I,BROOKLYN,"221","002","004","585",MONROE STREET,585 MONROE STREET,"221002004",FEDERAL,RESIDENTIAL,X-SHOP,"221",false
"4341",STUYVESANT GARDENS I,BROOKLYN,"221","003","009","855",GATES AVENUE,855 GATES AVENUE,"221003009",FEDERAL,RESIDENTIAL,CONTRACTOR PAINT SHOP/ PLASTERERS SHOP,"221",false
"4342",STUYVESANT GARDENS I,BROOKLYN,"221","003","010","845",GATES AVENUE,845 GATES AVENUE,"221003010",FEDERAL,RESIDENTIAL,BOILER,"221",false
"4343",STUYVESANT GARDENS I,BROOKLYN,"221","003","011","835",GATES AVENUE,835 GATES AVENUE,"221003011",FEDERAL,,DEVELOPMENT MANAGEMENT OFFICE,"221",true
"4344",STUYVESANT GARDENS I,BROOKLYN,"221","003","011","841",GATES AVENUE,841 GATES AVENUE,"221003011",FEDERAL,RESIDENTIAL,,"221",false
"4345",STUYVESANT GARDENS I,BROOKLYN,"221","003","012","185",STUYVESANT AVENUE,185 STUYVESANT AVENUE,"221003012",FEDERAL,RESIDENTIAL,NYCHA PAINT SHOP,"221",false
"4346",STUYVESANT GARDENS I,BROOKLYN,"221","003","013","175",STUYVESANT AVENUE,175 STUYVESANT AVENUE,"221003013",FEDERAL,RESIDENTIAL,GROUNDS SHOP,"221",false
"4347",STUYVESANT GARDENS I,BROOKLYN,"221","003","014","680",QUINCY STREET,680 QUINCY STREET,"221003014",FEDERAL,RESIDENTIAL,,"221",false
"4348",STUYVESANT GARDENS I,BROOKLYN,"221","004","015","690",QUINCY STREET,690 QUINCY STREET,"221004015",FEDERAL,RESIDENTIAL,CARPENTERS SHOP,"221",false
"4349",STUYVESANT GARDENS I,BROOKLYN,"221","004","016","706",QUINCY STREET,706 QUINCY STREET,"221004016",FEDERAL,,DAY CARE CENTER/ BOILER,"221",false
"4350",STUYVESANT GARDENS I,BROOKLYN,"221","004","016","700",QUINCY STREET,700 QUINCY STREET,"221004016",FEDERAL,RESIDENTIAL,,"221",false
"4351",STUYVESANT GARDENS I,BROOKLYN,"221","005","005","885",GATES AVENUE,885 GATES AVENUE,"221005005",FEDERAL,RESIDENTIAL,,"221",false
"4352",STUYVESANT GARDENS I,BROOKLYN,"221","005","006","881",GATES AVENUE,881 GATES AVENUE,"221005006",FEDERAL,RESIDENTIAL,,"221",false
"4353",STUYVESANT GARDENS I,BROOKLYN,"221","005","007","875",GATES AVENUE,875 GATES AVENUE,"221005007",FEDERAL,RESIDENTIAL,BOILER,"221",false
"4354",STUYVESANT GARDENS I,BROOKLYN,"221","005","008","865",GATES AVENUE,865 GATES AVENUE,"221005008",FEDERAL,RESIDENTIAL,EXTERMINATOR SHOP/ GLAZIERS SHOP,"221",false
"4355",STUYVESANT GARDENS II,BROOKLYN,"333","000","800","128",MALCOLM X BOULEVARD,128 MALCOLM X BOULEVARD,"333000800",FEDERAL,,PARKING LOT,"221",false
"4356",STUYVESANT GARDENS II,BROOKLYN,"333","001","026","150",MALCOLM X BOULEVARD,150 MALCOLM X BOULEVARD,"333001026",FEDERAL,RESIDENTIAL,SENIOR CENTER/ BOILER/ LAUNDRY ROOM,"221",false
"4357",SUMNER,BROOKLYN,"073","001","001","43",MARCUS GARVEY BOULEVARD,43 MARCUS GARVEY BOULEVARD,"073001001",FEDERAL,RESIDENTIAL,,"073",false
"4358",SUMNER,BROOKLYN,"073","001","001","47",MARCUS GARVEY BOULEVARD,47 MARCUS GARVEY BOULEVARD,"073001001",FEDERAL,,CHILD HEALTH CLINIC,"073",false
"4359",SUMNER,BROOKLYN,"073","001","002","868",PARK AVENUE,868 PARK AVENUE,"073001002",FEDERAL,RESIDENTIAL,,"073",false
"4360",SUMNER,BROOKLYN,"073","001","002","862",PARK AVENUE,862 PARK AVENUE,"073001002",FEDERAL,,COMMUNITY CENTER / SENIOR CENTER,"073",false
"4361",SUMNER,BROOKLYN,"073","001","002","860",PARK AVENUE,860 PARK AVENUE,"073001002",FEDERAL,,DAY CARE CENTER,"073",false
"4362",SUMNER,BROOKLYN,"073","002","003","878",PARK AVENUE,878 PARK AVENUE,"073002003",FEDERAL,RESIDENTIAL,,"073",false
"4363",SUMNER,BROOKLYN,"073","002","004","888",PARK AVENUE,888 PARK AVENUE,"073002004",FEDERAL,RESIDENTIAL,,"073",false
"4364",SUMNER,BROOKLYN,"073","003","005","896",PARK AVENUE,896 PARK AVENUE,"073003005",FEDERAL,RESIDENTIAL,,"073",false
"4365",SUMNER,BROOKLYN,"073","003","006","4",LEWIS AVENUE,4 LEWIS AVENUE,"073003006",FEDERAL,RESIDENTIAL,,"073",false
"4366",SUMNER,BROOKLYN,"073","004","007","8",LEWIS AVENUE,8 LEWIS AVENUE,"073004007",FEDERAL,,,"073",false
"4367",SUMNER,BROOKLYN,"073","004","007","10",LEWIS AVENUE,10 LEWIS AVENUE,"073004007",FEDERAL,RESIDENTIAL,BOILER/ LAUNDRY ROOM/ ROOFTOP LEASE LOCATION,"073",false
"4368",SUMNER,BROOKLYN,"073","005","008","22",LEWIS AVENUE,22 LEWIS AVENUE,"073005008",FEDERAL,RESIDENTIAL,,"073",false
"4369",SUMNER,BROOKLYN,"073","005","008","20",LEWIS AVENUE,20 LEWIS AVENUE,"073005008",FEDERAL,,DEVELOPMENT MANAGEMENT OFFICE/ MAINTENANCE STOREROOM,"073",true
"4370",SUMNER,BROOKLYN,"073","005","009","1059",MYRTLE AVENUE,1059 MYRTLE AVENUE,"073005009",FEDERAL,,,"073",false
"4371",SUMNER,BROOKLYN,"073","005","009","1061",MYRTLE AVENUE,1061 MYRTLE AVENUE,"073005009",FEDERAL,RESIDENTIAL,,"073",false
"4372",SUMNER,BROOKLYN,"073","006","010","1055",MYRTLE AVENUE,1055 MYRTLE AVENUE,"073006010",FEDERAL,RESIDENTIAL,GROUND SHOP/ PAINT SHOP/ BULK STORAGE ROOM,"073",false
"4373",SUMNER,BROOKLYN,"073","006","011","1043",MYRTLE AVENUE,1043 MYRTLE AVENUE,"073006011",FEDERAL,RESIDENTIAL,CARPENTERS SHOP/ X-SHOP/ PAINT SHOP/ EXTERMINATOR SHOP,"073",false
"4374",SUMNER,BROOKLYN,"073","007","012","1031",MYRTLE AVENUE,1031 MYRTLE AVENUE,"073007012",FEDERAL,RESIDENTIAL,,"073",false
"4375",SUMNER,BROOKLYN,"073","007","013","67",MARCUS GARVEY BOULEVARD,67 MARCUS GARVEY BOULEVARD,"073007013",FEDERAL,RESIDENTIAL,,"073",false
"4376",SUMNER,BROOKLYN,"073","008","014","68",MARCUS GARVEY BOULEVARD,68 MARCUS GARVEY BOULEVARD,"073008014",FEDERAL,RESIDENTIAL,,"073",false
"4377",SUMNER,BROOKLYN,"073","008","015","995",MYRTLE AVENUE,995 MYRTLE AVENUE,"073008015",FEDERAL,RESIDENTIAL,,"073",false
"4378",SUMNER,BROOKLYN,"073","009","016","991",MYRTLE AVENUE,991 MYRTLE AVENUE,"073009016",FEDERAL,RESIDENTIAL,ROOFTOP LEASE LOCATION,"073",false
"4379",SUMNER,BROOKLYN,"073","009","017","987",MYRTLE AVENUE,987 MYRTLE AVENUE,"073009017",FEDERAL,RESIDENTIAL,,"073",false
"4380",SUMNER,BROOKLYN,"073","010","018","979",MYRTLE AVENUE,979 MYRTLE AVENUE,"073010018",FEDERAL,RESIDENTIAL,,"073",false
"4381",SUMNER,BROOKLYN,"073","010","019","231",THROOP AVENUE,231 THROOP AVENUE,"073010019",FEDERAL,RESIDENTIAL,,"073",false
"4382",SUMNER,BROOKLYN,"073","011","020","56",MARCUS GARVEY BOULEVARD,56 MARCUS GARVEY BOULEVARD,"073011020",FEDERAL,RESIDENTIAL,PLUMBERS SHOP/ PLASTERERS SHOP/ GLAZIERS SHOP,"073",false
"4383",SUMNER,BROOKLYN,"073","011","020","54",MARCUS GARVEY BOULEVARD,54 MARCUS GARVEY BOULEVARD,"073011020",FEDERAL,,,"073",false
"4384",SUMNER,BROOKLYN,"073","012","021","44",MARCUS GARVEY BOULEVARD,44 MARCUS GARVEY BOULEVARD,"073012021",FEDERAL,RESIDENTIAL,,"073",false
